ESD Code,ESD Name,District-County Code,District name,School Code,School name,Lowest Grade,Highest Grade,Physical AddressLine1,Physical City,Physical State,Physical ZipCode,phone,School Type
17801,Puget Sound Educational Service District 121,17417,Northshore School District,4306,Fernwood Elementary,K ,6,3933 Jewell RD,Bothell,Washington,98012-7331,425.408.4500,Public School
17801,Puget Sound Educational Service District 121,27401,Peninsula School District,4307,Voyager Elementary,K ,5,5615 Kopachuck Dr NW,Gig Harbor,Washington,98335-5954,253.530.4800,Public School
17801,Puget Sound Educational Service District 121,17410,Snoqualmie Valley School District,4308,Edwin R Opstad Elementary,K ,5,1345 STILLSON AVE SE,NORTH BEND,Washington,98045-0000,425.831.8300,Public School
17801,Puget Sound Educational Service District 121,27416,White River School District,4309,Foothills Elementary,K ,5,10621 234th Ave E.,Buckley,Washington,98321-9209,(360) 829-5979,Public School
6801,Educational Service District 112,6098,Hockinson School District,4310,Hockinson Heights Primary,K ,2,20000 NE 164 ST,BRUSH PRAIRIE,Washington,98606-0000,360.448.6420,Public School
34801,Educational Service District 113,21302,Chehalis School District,4311,Chehalis Middle School,6,8,1060 SW 20th Street,Chehalis,Washington,98532-3809,360.807.7230,Public School
34801,Educational Service District 113,34003,North Thurston Public Schools,4314,South Sound High School,9,12,411 College St NE,Lacey,Washington,98516,360.412.4760,Alternative School w/ > 50% From Within District
29801,Northwest Educational Service District 189,31002,Everett School District,4316,Mill Creek Elementary,PK,5,3400 148th St. SE,Everett,Washington,98012-5856,425.385.6800,Public School
17801,Puget Sound Educational Service District 121,17407,Riverview School District,4318,Tolt Middle School,6,8,3740 Tolt Ave,Carnation,Washington,98014-7537,(425) 844-4603,Public School
18801,Olympic Educational Service District 114,23403,North Mason School District,4320,Sand Hill Elementary,K ,5,NE 791 Sand Hill Rd.,Belfair,Washington,98528-0000,360.277.2331,Public School
29801,Northwest Educational Service District 189,15206,South Whidbey School District,4321,South Whidbey Elementary,PK,5,5380 S Maxwelton Rd,Langley,Washington,98260-0308,360.221.4600,Public School
29801,Northwest Educational Service District 189,31025,Marysville School District,4323,Kellogg Marsh Elementary School,PK,5,6325 91st St NE,Marysville,Washington,98270-2875,360.653.0643,Public School
29801,Northwest Educational Service District 189,37504,Lynden School District,4324,Isom Elementary School,K ,5,8461 BENSON RD,LYNDEN,Washington,98264-0000,(360) 354-1992,Public School
17801,Puget Sound Educational Service District 121,27083,University Place School District,4325,Drum Intermediate,5,7,4909 79TH AVENUE W,UNIVERSITY PLA,Washington,98467-0000,253.566.5660,Public School
34801,Educational Service District 113,34401,Rochester School District,4326,Rochester High School,9,12,19800 Carper Rd Sw,Rochester,Washington,98579-8601,360.273.5534,Public School
29801,Northwest Educational Service District 189,31016,Arlington School District,4327,Eagle Creek Elementary,K ,5,1216 E 5th,Arlington,Washington,98223-1119,360.618.6270,Public School
29801,Northwest Educational Service District 189,15201,Oak Harbor School District,4328,Hillcrest Elementary,K ,5,1500 NW 2nd Ave.,Oak Harbor,Washington,98277-0000,360.279.5203,Public School
29801,Northwest Educational Service District 189,29320,Mount Vernon School District,4329,Centennial Elementary School,K ,6,3100 Martin Rd,Mount Vernon,Washington,98273-8612,360.428.6138,Public School
29801,Northwest Educational Service District 189,31332,Granite Falls School District,4330,Mountain Way Elementary,K ,5,702 N. Granite Ave,Granite Falls,Washington,98252-9808,(360) 691-7719,Public School
17801,Puget Sound Educational Service District 121,27403,Bethel School District,4331,Centennial Elementary,K ,6,24323 54th Avenue East,Graham,Washington,98338-9549,(253) 683-7700,Public School
17801,Puget Sound Educational Service District 121,17407,Riverview School District,4332,Stillwater Elementary,K ,5,11530 320th Ave NE,Carnation,Washington,98014-9792,425.844.4683,Public School
32801,Educational Service District 101,32325,Nine Mile Falls School District,4333,Lakeside High School,9,12,5909 Hwy 291,Nine Mile Falls,Washington,99026-0000,509.340.4200,Public School
29801,Northwest Educational Service District 189,31002,Everett School District,4334,Heatherwood Middle School,6,8,1419 Trillium Blvd. SE,Mill Creek,Washington,98012-1366,425.385.6300,Public School
34801,Educational Service District 113,21300,Onalaska School District,4335,Onalaska Middle School ,6,8,280 5th Street W,Onalaska,Washington,98570-9604,360.978.4111,Public School
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,4336,Wilder Elementary,K ,6,22130 NE 133rd,Woodinville,Washington,98077-7270,425.869.1909,Public School
17801,Puget Sound Educational Service District 121,17210,Federal Way School District,4340,Merit School,6,12,36001 1ST AV S,FEDERAL WAY,Washington,98003-8606,253.945.2084,Special Education School
18801,Olympic Educational Service District 114,18401,Central Kitsap School District,4341,Cougar Valley Elementary,PK,6,13200 OLYMPIC VIEW RD NW,SILVERDALE,Washington,98383-9763,360.662.8400,Public School
29801,Northwest Educational Service District 189,31006,Mukilteo School District,4342,Columbia Elementary,PK,5,10520 Harbour Pointe Blvd,Mukilteo,Washington,98275-4701,425.366.2600,Public School
17801,Puget Sound Educational Service District 121,17210,Federal Way School District,4343,Silver Lake Elementary School,PK,5,1310 SW 325TH ST,FEDERAL WAY,Washington,98023-4930,253.945.3900,Public School
29801,Northwest Educational Service District 189,31006,Mukilteo School District,4344,Horizon Elementary,K ,5,222 W Casino Rd,Everett,Washington,98204-1712,425.366.3000,Public School
17801,Puget Sound Educational Service District 121,17415,Kent School District,4345,Horizon Elementary School,K ,6,27641 144th Ave SE,Kent,Washington,98042-9054,(253) 373-7313,Public School
34801,Educational Service District 113,34002,Yelm School District,4346,Fort Stevens Elementary,PK,6,16525 100th Way SE,Yelm,Washington,98597-9629,(360) 458-4804,Public School
17801,Puget Sound Educational Service District 121,17408,Auburn School District,4347,Hazelwood Elementary School,PK,5,11815 SE 304TH ST,AUBURN,Washington,98092-3115,253.931.4740,Public School
18801,Olympic Educational Service District 114,18402,South Kitsap School District,4348,Hidden Creek Elementary School,K ,6,5455 CONVERSE ROAD SE,PORT ORCHARD,Washington,98367-0000,360.443.3050,Public School
18801,Olympic Educational Service District 114,18402,South Kitsap School District,4349,Sidney Glen Elementary School,K ,6,500 SW BIRCH RD,PORT ORCHARD,Washington,98366-0000,360.443.3400,Public School
18801,Olympic Educational Service District 114,18402,South Kitsap School District,4350,Mullenix Ridge Elementary School,PK,6,3900 SE MULLENIX RD,PORT ORCHARD,Washington,98367-0000,(360) 443-3290,Public School
6801,Educational Service District 112,6119,Battle Ground School District,4351,Maple Grove Middle,5,8,12500 NE 199TH ST,BATTLE GROUND,Washington,98604-0000,360.885.6700,Public School
6801,Educational Service District 112,6119,Battle Ground School District,4352,Captain Strong,K ,4,1002 NW 6TH AVENUE,BATTLE GROUND,Washington,98604-0000,360.885.6400,Public School
17801,Puget Sound Educational Service District 121,17415,Kent School District,4353,Carriage Crest Elementary School,K ,6,18235 140th Ave SE,Renton,Washington,98058-6816,253 373-7597,Public School
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,4354,Mcauliffe Elementary,K ,6,23823 NE 22nd,Sammamish,Washington,98074-3517,425.936.2620,Public School
17801,Puget Sound Educational Service District 121,17417,Northshore School District,4355,Frank Love Elementary,PK,6,303 224 ST SW,Bothell,Washington,98021-8335,425.408.4600,Public School
17801,Puget Sound Educational Service District 121,17415,Kent School District,4356,Neely O Brien Elementary School,K ,6,6300 S 236th ST,Kent,Washington,98032-2690,253.373.7434,Public School
29801,Northwest Educational Service District 189,31025,Marysville School District,4357,Cedarcrest School,6,8,6400 88th St NE,Marysville,Washington,98270-2800,360.657.6479,Public School
18801,Olympic Educational Service District 114,18400,North Kitsap School District,4358,Breidablik Elementary,PK,5,25142 WAGHORN RD NW,POULSBO,Washington,98370-9448,360.779.8802,Public School
18801,Olympic Educational Service District 114,18400,North Kitsap School District,4359,Kingston Middle School,6,8,9000 W KINGSTON RD,KINGSTON,Washington,98346-9327,360.394.4904,Public School
17801,Puget Sound Educational Service District 121,27003,Puyallup School District,4360,Warren Hunt Elem,K ,6,12801 144th St E,Puyallup,Washington,98374-3548,253.840.8690,Public School
17801,Puget Sound Educational Service District 121,27003,Puyallup School District,4361,Frank Brouillet Elem,PK,6,17207 94th Ave E,Puyallup,Washington,98375-9667,253.841.8670,Public School
29801,Northwest Educational Service District 189,31103,Monroe School District,4362,Chain Lake Elementary School,PK,5,12125 Chain Lake Rd.,Snohomish,Washington,98290-3626,360.804.3100,Public School
34801,Educational Service District 113,23309,Shelton School District,4363,Oakland Bay Junior High School,8,9,3301 Shelton Springs Rd.,Shelton,Washington,98584-9114,360.426.7991,Public School
29801,Northwest Educational Service District 189,31401,Stanwood-Camano School District,4364,Twin City Elementary,K ,5,26211 72ND AVE NW,STANWOOD,Washington,98292-0000,360.629.1270,Public School
34801,Educational Service District 113,34033,Tumwater School District,4365,East Olympia Elementary,K ,6,8700 Rich Road,Olympia,Washington,98501-0000,360.709.7150,Public School
29801,Northwest Educational Service District 189,31201,Snohomish School District,4366,Cascade View Elementary,K ,6,2401 Park Avenue,Snohomish,Washington,98290-0000,360.563.7000,Public School
34801,Educational Service District 113,34111,Olympia School District,4367,Centennial Elementary,K ,5,2637 45TH AVE SE,OLYMPIA,Washington,98501-4864,360.596.8300,Public School
34801,Educational Service District 113,34003,North Thurston Public Schools,4368,Seven Oaks Elementary,PK,6,1800 Seven Oaks Dr SE,Lacey,Washington,98503-7300,(360) 412-4700,Public School
34801,Educational Service District 113,21232,Winlock School District,4369,Winlock Middle School,6,8,241 NORTH MILITARY ROAD,WINLOCK,Washington,98596-0000,360.785.3046,Public School
17801,Puget Sound Educational Service District 121,17417,Northshore School District,4371,Skyview Jr High,7,9,21404 35 AV SE,Bothell,Washington,98021-7832,425.408.6800,Public School
18801,Olympic Educational Service District 114,18401,Central Kitsap School District,4372,Silver Ridge Elementary,PK,6,10622 HILLSBORO DR NW,SILVERDALE,Washington,98383-7713,360.662.9500,Public School
34801,Educational Service District 113,34033,Tumwater School District,4373,Tumwater Hill Elementary,K ,6,3120 Ridgeview St SW,Tumwater,Washington,98512-0000,360.709.7300,Public School
17801,Puget Sound Educational Service District 121,17210,Federal Way School District,4374,Sherwood Forest Elementary School,PK,5,34600 12TH AV SW,FEDERAL WAY,Washington,98023-7060,253.945.3800,Public School
17801,Puget Sound Educational Service District 121,17411,Issaquah School District,4375,Cougar Ridge Elementary,K ,5,4630 167TH AVE SE,BELLEVUE,Washington,98006-5837,425.837.7300,Public School
17801,Puget Sound Educational Service District 121,17411,Issaquah School District,4376,Discovery Elementary,PK,5,2300 228TH AVE SE,ISSAQUAH,Washington,98027-4100,425.837.4100,Public School
17801,Puget Sound Educational Service District 121,17417,Northshore School District,4377,Woodmoor Elementary,K ,6,12225 NE 160,Bothell,Washington,98011-4167,425.408.5600,Public School
18801,Olympic Educational Service District 114,5323,Sequim School District,4378,Greywolf Elementary School,K ,5,171 Carlsborg Rd.,Sequim,Washington,98382-0000,360.582.3300,Public School
17801,Puget Sound Educational Service District 121,17417,Northshore School District,4379,East Ridge Elementary,K ,6,22150 NE 156 PL,Woodinville,Washington,98077-7489,425.408.4400,Public School
6801,Educational Service District 112,6114,Evergreen School District (Clark),4380,Harmony Elementary School,K ,5,17404A NE 18th Street,Vancouver,Washington,98684-9770,360.604.6600,Public School
17801,Puget Sound Educational Service District 121,27403,Bethel School District,4381,Pioneer Valley Elementary,K ,6,7315 Eustis Hunt Road,Spanaway,Washington,98387-5305,(253) 683-8900,Public School
29801,Northwest Educational Service District 189,31002,Everett School District,4382,Cedar Wood Elementary,PK,5,3414 168th St. SE,Everett,Washington,98012-6012,425.385.7700,Public School
29801,Northwest Educational Service District 189,31201,Snohomish School District,4383,Totem Falls,K ,6,14211 Snohomish-Cascade Drive,Snohomish,Washington,98296-0000,360.563.4750,Public School
11801,Educational Service District 123,2250,Clarkston School District,4384,Heights Elementary,K ,6,1917 4th Ave,Clarkston,Washington,99403-1319,509.758.8180,Public School
17801,Puget Sound Educational Service District 121,17408,Auburn School District,4385,Rainier Middle School,6,8,30620 116TH AVE SE,AUBURN,Washington,98092-3161,253.931.4855,Public School
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,4386,Inglewood Junior High,7,9,24120 NE 8th ST,Sammamish,Washington,98074-3607,425.836.7280,Public School
17801,Puget Sound Educational Service District 121,27401,Peninsula School District,4387,Harbor Ridge Middle School,6,8,9010 Prentice Ave,Gig Harbor,Washington,98332-1095,(253) 530-1920,Public School
29801,Northwest Educational Service District 189,37505,Meridian School District,4388,Ten Mile Creek Elementary,4,5,960 E. HEMMI ROAD,EVERSON,Washington,98247-0000,360.398.8018,Public School
32801,Educational Service District 101,32081,Spokane School District,4389,Moran Prairie Elementary,PK,6,4224 E 57Th Ave,Spokane,Washington,99223-7897,509.354.3700,Public School
29801,Northwest Educational Service District 189,31004,Lake Stevens School District,4391,Glenwood Elementary,K ,5,2221 103 AVE SE,Lake Stevens,Washington,98258,425.335.1552,Public School
29801,Northwest Educational Service District 189,31004,Lake Stevens School District,4392,Skyline Elementary,PK,5,1033 91st Ave SE,Lake Stevens,Washington,98258,425.335.1520,Public School
18801,Olympic Educational Service District 114,18401,Central Kitsap School District,4393,Green Mountain Elementary,PK,6,3860 BOUNDARY TRAIL NW,BREMERTON,Washington,98312-0000,360.662.8700,Public School
32801,Educational Service District 101,33202,Summit Valley School District,4394,Summit Valley School,PK,8,2360 Addy-Gifford Road,Addy,Washington,99101-0000,(509) 935-6362,Alternative School w/ > 50% From Outside of District
29801,Northwest Educational Service District 189,31201,Snohomish School District,4395,Centennial Middle School,7,8,3000 South Machias Road,Snohomish,Washington,98290-0000,360.563.4525,Public School
17801,Puget Sound Educational Service District 121,27400,Clover Park School District,4396,Evergreen Elementary School,PK,5,9010 Blaine Ave,Fort Lewis,Washington,98433-1570,253.583.5250,Public School
17801,Puget Sound Educational Service District 121,17410,Snoqualmie Valley School District,4397,Chief Kanim Middle School,6,8,32627 SE REDMOND FALL CITY R,FALL CITY,Washington,98024-0000,425.831.8225,Public School
29801,Northwest Educational Service District 189,31311,Sultan School District,4399,Gold Bar Elementary,K ,5,419 Lewis Ave,Gold Bar,Washington,98251-0000,360.793.9840,Public School
32801,Educational Service District 101,32354,Mead School District,4400,Meadow Ridge Elementary,K ,6,15601 N FREYA ST,MEAD,Washington,99021-9342,509.465.6600,Public School
17801,Puget Sound Educational Service District 121,27320,Sumner School District,4402,Liberty Ridge Elementary,K ,5,12202 209th AVE CT E,Sumner,Washington,98390-0000,253.891.4800,Public School
4801,North Central Educational Service District 171,4228,Cascade School District,4403,Icicle River Middle School,6,8,10195 Titus Rd,Leavenworth,Washington,98826-9598,509.548.4042,Public School
6801,Educational Service District 112,6037,Vancouver School District,4405,Chinook Elementary School,K ,5,1900 NW BLISS RD,VANCOUVER,Washington,98685-1824,360.313.1600,Public School
6801,Educational Service District 112,6037,Vancouver School District,4406,Alki Middle School,6,8,1800 NW BLISS RD,VANCOUVER,WASHINGTON,98685-1823,360.313.3200,Public School
17801,Puget Sound Educational Service District 121,27403,Bethel School District,4407,Frontier Junior High,7,9,22110 108th Avenue East,Graham,Washington,98338-8871,253.683.8300,Public School
34801,Educational Service District 113,34003,North Thurston Public Schools,4408,Horizons Elementary,K ,6,4601 67th Ave SE,Lacey,Washington,98513-4905,(360) 412-4710,Public School
34801,Educational Service District 113,34003,North Thurston Public Schools,4409,Komachin Middle School,7,8,3650 College St SE,Lacey,Washington,98503-3530,360.412.4740,Public School
6801,Educational Service District 112,6037,Vancouver School District,4410,Roosevelt Elementary School,K ,5,2921 FALK RD,VANCOUVER,Washington,98661-5683,360.313.2600,Public School
39801,Educational Service District 105,19401,Ellensburg School District,4411,Valley View Elementary School,K ,5,1508 E 3rd,Ellensburg,Washington,98936-0000,509.925.7316,Public School
29801,Northwest Educational Service District 189,29100,Burlington-Edison School District,4412,Bay View Elementary,K ,8,15241 JOSH WILSON RD,BURLINGTON,Washington,98233-9648,360.757.3322,Public School
17801,Puget Sound Educational Service District 121,17415,Kent School District,4413,George T. Daniel Elementary School,K ,6,11310 SE 248th ST,Kent,Washington,98030-4922,(253) 373-7615,Public School
17801,Puget Sound Educational Service District 121,27003,Puyallup School District,4414,Shaw Road Elementary,K ,6,1106 Shaw Rd,Puyallup,Washington,98372-4222,253.841.8675,Public School
17801,Puget Sound Educational Service District 121,17409,Tahoma School District,4415,Rock Creek Elementary,PK,5,25700 Maple Valley Hwy SE,Maple Valley,Washington,98038-8307,425.413.3301,Public School
17801,Puget Sound Educational Service District 121,27343,Dieringer School District,4416,North Tapps Middle School,6,8,20029 12th Street E.,Lake Tapps,Washington,98390-9369,253.862.2776,Public School
17801,Puget Sound Educational Service District 121,17408,Auburn School District,4417,Ilalko Elementary School,PK,5,301 ORAVETZ PL SE,AUBURN,Washington,98092-8601,253.931.4748,Public School
11801,Educational Service District 123,3017,Kennewick School District,4418,Amistad Elementary School,PK,5,930 WEST 4TH AVENUE,KENNEWICK,Washington,99336-6061,509.222.5100,Public School
17801,Puget Sound Educational Service District 121,17415,Kent School District,4420,Sunrise Elementary School,K ,6,22300 132nd Ave SE,Kent,Washington,98042-3162,253.373.7630,Public School
18801,Olympic Educational Service District 114,18100,Bremerton School District,4421,Kitsap Lake Elementary,K ,5,1111 Carr Blvd.,Bremerton,Washington,98312-2212,360.473.4300,Public School
17801,Puget Sound Educational Service District 121,17210,Federal Way School District,4422,Rainier View Elementary School,PK,5,3015 S 368TH ST,FEDERAL WAY,Washington,98003-7669,253.945.3700,Public School
4801,North Central Educational Service District 171,4246,Wenatchee School District,4423,John Newbery Elementary,K ,5,850 WESTERN,WENATCHEE,Washington,98801-0000,(509) 664-930 ,Public School
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,4424,Einstein Elementary,K ,6,18025 NE 116th,Redmond,Washington,98052-2816,425.936.2540,Public School
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,4424,Einstein Elementary,K ,6,18025 NE 116th,Redmond,Washington,98052-2816,425.936.2540,Public School
29801,Northwest Educational Service District 189,31006,Mukilteo School District,4425,Voyager Middle School,6,8,11711 4th Ave W,Everett,Washington,98204-4984,425.366.5300,Public School
17801,Puget Sound Educational Service District 121,17210,Federal Way School District,4426,Green Gables Elementary School,PK,5,32607 47TH AVE SW,FEDERAL WAY,Washington,98023-1938,253.945.2700,Public School
34801,Educational Service District 113,34003,North Thurston Public Schools,4427,River Ridge High School,9,12,350 River Ridge Drive SE,Lacey,Washington,98513,360.412.4820,Public School
29801,Northwest Educational Service District 189,37506,Nooksack Valley School District,4428,Everson Elementary,PK,5,216 Everson Goshen Rd.,Everson,Washington,98247-0000,(360) 966-2030,Public School
11801,Educational Service District 123,3017,Kennewick School District,4429,Horse Heaven Hills Middle School,6,8,3500 SOUTH VANCOUVER STREET,KENNEWICK,Washington,99337-3749,509.222.6484,Public School
29801,Northwest Educational Service District 189,31006,Mukilteo School District,4430,Harbour Pointe Middle School,6,8,5000 Harbour Pointe Blvd,Mukilteo,Washington,98275-4701,425.366.5100,Public School
6801,Educational Service District 112,6101,La Center School District,4431,La Center High School,9,12,725 Highland Road,La Center,Washington,98629,360.263.1700,Public School
4801,North Central Educational Service District 171,4246,Wenatchee School District,4432,Foothills Middle School,6,8,1410 MAPLE ST,WENATCHEE,Washington,98801-0000,(509) 664-961 ,Public School
29801,Northwest Educational Service District 189,31006,Mukilteo School District,4433,Kamiak High School,9,12,10801 Harbour Pointe Blvd,Mukilteo,Washington,98275-4701,425.366.5400,Public School
17801,Puget Sound Educational Service District 121,27320,Sumner School District,4435,Crestwood Elementary,K ,5,3914 W Tapps Dr E,Bonney Lake,Washington,98390-0000,253.891.5500,Public School
29801,Northwest Educational Service District 189,31016,Arlington School District,4436,Kent Prairie Elementary,K ,5,8110 207th St NE,Arlington,Washington,98223-5933,360.618.6260,Public School
29801,Northwest Educational Service District 189,31002,Everett School District,4437,Gateway Middle School,6,8,15404 Silver Firs Dr,Everett,Washington,98208-8939,425.385.6600,Public School
29801,Northwest Educational Service District 189,31002,Everett School District,4438,Henry M. Jackson High School,9,12,1508 136th St. SE,Mill Creek,Washington,98012-5310,425.385.7000,Public School
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,4439,Eastlake High School,10,12,400 228th NE,Sammamish,Washington,98074-7209,425.936.1500,Public School
17801,Puget Sound Educational Service District 121,17415,Kent School District,4440,Cedar Heights Middle School,7,8,19640 SE 272nd Street,Kent,Washington,98042-8553,253.373.7620,Public School
18801,Olympic Educational Service District 114,18100,Bremerton School District,4441,Mountain View Middle School,6,8,2400 Perry Avenue,Bremerton,Washington,98310-5139,360.473.0600,Public School
29801,Northwest Educational Service District 189,37501,Bellingham School District,4442,Kulshan Middle School,6,8,1250 Kenoyer Dr,Bellingham,Washington,98229-2346,360.676.4886,Public School
17801,Puget Sound Educational Service District 121,27003,Puyallup School District,4443,Doris Stahl Junior High,7,9,9610 168th St E,Puyallup,Washington,98375-2256,253.840.8881,Public School
18801,Olympic Educational Service District 114,18401,Central Kitsap School District,4444,Emerald Heights Elementary,PK,6,NW PINNACLE CT,SILVERDALE,Washington,98383-8094,360.662.8500,Public School
6801,Educational Service District 112,6114,Evergreen School District (Clark),4445,Pioneer Elementary School,K ,5,7212 NE 166th Avenue,Vancouver,Washington,98682-5196,360.604.3300,Public School
11801,Educational Service District 123,3017,Kennewick School District,4446,Ridge View Elementary School,K ,5,7001 WEST 13TH AVENUE,KENNEWICK,Washington,99338-1339,509.222.6642,Public School
17801,Puget Sound Educational Service District 121,27083,University Place School District,4447,Evergreen Primary,PK,4,7102 40TH ST W,UNIVERSITY PLACE,Washington,98466-0000,(253) 566-5680,Public School
39801,Educational Service District 105,39208,West Valley School District (Yakima),4448,Cottonwood Elementary School,K ,4,1041 S 96th Ave,Yakima,Washington,98908-9746,509.965.2052,Public School
6801,Educational Service District 112,6119,Battle Ground School District,4450,Summit View High School,9,12,11104 NE 149th St,Brush Prairie,Washington,98606-9565,360.885.5331,Alternative School w/ > 50% From Within District
34801,Educational Service District 113,34002,Yelm School District,4451,Mill Pond Elementary School,PK,6,909 Mill Rd. SE,Yelm,Washington,98597-0000,360.458.3400,Public School
34801,Educational Service District 113,34033,Tumwater School District,4452,George Washington Bush Middle Sch,7,8,2120 83rd Avenue SW,Tumwater,Washington,98512-0000,360.709.7400,Public School
17801,Puget Sound Educational Service District 121,17409,Tahoma School District,4453,Glacier Park Elementary,PK,5,23700 SE 280th Street,Maple Valley,Washington,98038-8198,425.432.7294,Public School
29801,Northwest Educational Service District 189,31025,Marysville School District,4454,Allen Creek Elementary School,PK,5,6505 60th NE,Marysville,Washington,98270-3498,360.653.0660,Public School
17801,Puget Sound Educational Service District 121,17417,Northshore School District,4455,Kokanee Elementary,K ,6,23710 57 AV SE,Woodinville,Washington,98072-8625,425.408.4900,Public School
17801,Puget Sound Educational Service District 121,17210,Federal Way School District,4456,Saghalie Middle School,6,8,33914 19TH AV SW,FEDERAL WAY,Washington,98023-8007,253.945.5000,Public School
32801,Educational Service District 101,32081,Spokane School District,4457,Chase Middle School,7,8,4747 E 37Th Ave,Spokane,Washington,99223-1206,(509) 354-5000,Public School
34801,Educational Service District 113,34111,Olympia School District,4458,McKenny Elementary,K ,5,3250 MORSE MERRYMAN RD SE,OLYMPIA,Washington,98501-5934,360.596.8400,Public School
29801,Northwest Educational Service District 189,37503,Blaine School District,4459,Point Roberts Primary,K ,2,2050 BENSON ROAD,POINT ROBERTS,Washington,98280-0000,360.332.0714,Public School
17801,Puget Sound Educational Service District 121,17411,Issaquah School District,4460,Beaver Lake Middle School,6,8,25025 SE 32ND ST,ISSAQUAH,Washington,98029-7738,(425) 837-4150,Public School
18801,Olympic Educational Service District 114,18400,North Kitsap School District,4461,Vinland Elementary,K ,5,22104 RHODODENDRON LN NW,POULSBO,Washington,98370-9406,360.394.2920,Public School
17801,Puget Sound Educational Service District 121,17408,Auburn School District,4462,Mt Baker Middle School,6,8,620 37TH ST SE,AUBURN,Washington,98002-8011,253.804.4555,Public School
34801,Educational Service District 113,23402,Pioneer School District,4463,Pioneer Primary School,PK,3,110 E SPENCER LAKE RD.,SHELTON,Washington,98584-7307,(360) 427-2737,Public School
17801,Puget Sound Educational Service District 121,17415,Kent School District,4465,Meadow Ridge Elementary School,K ,6,27710 108th Ave SE,Kent,Washington,98030-8767,(253) 373-7870,Public School
17801,Puget Sound Educational Service District 121,17415,Kent School District,4466,Sawyer Woods Elementary School,K ,6,31135 228th Ave SE,Black Diamond,Washington,98010-1708,(253) 373-7750,Public School
18801,Olympic Educational Service District 114,18400,North Kitsap School District,4467,Richard Gordon Elementary,K ,5,26331 BARBER CUT-OFF RD NE,KINGSTON,Washington,98346-9401,360.394.6702,Public School
17801,Puget Sound Educational Service District 121,17402,Vashon Island School District,4468,Chautauqua Elementary,PK,5,9309 SW CEMETERY RD,VASHON,Washington,98070-0000,206.463.2882,Public School
29801,Northwest Educational Service District 189,31006,Mukilteo School District,4469,Endeavour Elementary,K ,5,12300 Harbour Pointe Blvd,Mukilteo,Washington,98275-4701,425.366.2800,Public School
17801,Puget Sound Educational Service District 121,17210,Federal Way School District,4470,Enterprise Elementary School,PK,5,35101 5TH AVE SW,FEDERAL WAY,Washington,98023-8108,253.945.2600,Public School
17801,Puget Sound Educational Service District 121,27416,White River School District,4471,Mountain Meadow Elementary,PK,5,11812 Mundy Loss Rd,Buckley,Washington,98321-9332,360.829.6047,Public School
34801,Educational Service District 113,34111,Olympia School District,4472,Julia Butler Hansen Elementary,K ,5,1919 ROAD SIXTY FIVE NW,OLYMPIA,Washington,98502-8511,360.596.7400,Public School
34801,Educational Service District 113,34111,Olympia School District,4473,Thurgood Marshall Middle School,6,8,3939 20TH AVE NW,OLYMPIA,Washington,98502-8542,360.596.7600,Public School
17801,Puget Sound Educational Service District 121,17408,Auburn School District,4474,Auburn Riverside High School,9,12,501 ORAVETZ RD SE,AUBURN,Washington,98092-8621,253.804.5154,Public School
18801,Olympic Educational Service District 114,16050,Port Townsend School District,4475,Blue Heron Middle School,1,8,3939 San Juan Ave,Port Townsend,Washington,98368-3323,360.379.4540,Public School
29801,Northwest Educational Service District 189,37503,Blaine School District,4476,Blaine Primary School,K ,2,820 BOBLETT ST,BLAINE,Washington,98230-0000,(360) 332-1300,Public School
29801,Northwest Educational Service District 189,31306,Lakewood School District,4477,English Crossing Elementary,K ,5,16728 16th Dr N.E.,Arlington,Washington,98223-0000,(360) 652-4515,Public School
32801,Educational Service District 101,26056,Newport School District,4478,Stratton Elementary,PK,4,1201 W. 5th Street,Newport,Washington,99156-0070,509.447.0656,Public School
29801,Northwest Educational Service District 189,31332,Granite Falls School District,4479,Monte Cristo Elementary,K ,6,1201 100th St NE,Granite Falls,Washington,98252-9808,360.691.7718,Public School
17801,Puget Sound Educational Service District 121,17210,Federal Way School District,4480,Meredith Hill Elementary School,PK,5,5830 S 300TH ST,AUBURN,Washington,98001-2311,253.945.3200,Public School
39801,Educational Service District 105,39205,Zillah School District,4481,Zillah Middle School,7,8,1301 Cutler Way,Zillah,Washington,98953-9119,509.829.5511,Public School
29801,Northwest Educational Service District 189,37502,Ferndale School District,4482,Eagleridge Elementary,PK,6,2651 Thornton Road,Ferndale,Washington,98248-0000,(360) 383-9700,Public School
29801,Northwest Educational Service District 189,37502,Ferndale School District,4482,Eagleridge Elementary,PK,6,2651 Thornton Road,Ferndale,Washington,98248-0000,360.383.9700,Public School
32801,Educational Service District 101,32326,Medical Lake School District,4483,Hallett Elementary,4,6,524 N. Hallett St.,Medical Lake,Washington,99022-0000,509.565.3400,Public School
11801,Educational Service District 123,3017,Kennewick School District,4484,Southridge High School,9,12,3320 Southridge Boulevard,KENNEWICK,Washington,99338-1976,509.222.6528,Public School
